tanggal,kecamatan,kota,target_total,target_harian,suntikan_1,keterangan,suntikan_2
11/06/2021,Cakung,Jakarta Timur,393257,5333,74966,Tidak Tercapai,37590
11/06/2021,Cengkareng,Jakarta Barat,400577,5041,85668,Tidak Tercapai,47581
11/06/2021,Kali Deres,Jakarta Barat,310580,4295,42991,Tidak Tercapai,23222
11/06/2021,Cilincing,Jakarta Utara,297146,4073,41494,Tidak Tercapai,22305
11/06/2021,Duren Sawit,Jakarta Timur,316352,4006,41413,Tidak Tercapai,28993
11/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,81521,Tidak Tercapai,51856
11/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,33493,Tidak Tercapai,21193
11/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,53785,Tidak Tercapai,38086
11/06/2021,Koja,Jakarta Utara,239255,3253,40095,Tidak Tercapai,23217
11/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,50278,Tidak Tercapai,39551
11/06/2021,Jatinegara,Jakarta Timur,235252,3010,63222,Tidak Tercapai,37131
11/06/2021,Kramat Jati,Jakarta Timur,222733,2939,52251,Tidak Tercapai,36077
11/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,43323,Tidak Tercapai,27425
11/06/2021,Penjaringan,Jakarta Utara,231336,2860,90895,Tidak Tercapai,46467
11/06/2021,Ciracas,Jakarta Timur,221198,2800,32047,Tidak Tercapai,20888
11/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,48208,Tidak Tercapai,30966
11/06/2021,Kembangan,Jakarta Barat,214043,2686,51430,Tidak Tercapai,33548
11/06/2021,Cipayung,Jakarta Timur,201654,2658,62833,Tidak Tercapai,47865
11/06/2021,Tambora,Jakarta Barat,200360,2565,28635,Tidak Tercapai,16484
11/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,31145,Tidak Tercapai,19138
11/06/2021,Kemayoran,Jakarta Pusat,188682,2364,85087,Tidak Tercapai,53498
11/06/2021,Tebet,Jakarta Selatan,176385,2177,45813,Tidak Tercapai,28089
11/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,93121,Tidak Tercapai,37259
11/06/2021,Palmerah,Jakarta Barat,166705,2077,45162,Tidak Tercapai,156991
11/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,31829,Tidak Tercapai,21996
11/06/2021,Cilandak,Jakarta Selatan,163026,2047,54250,Tidak Tercapai,38481
11/06/2021,Makasar,Jakarta Timur,158891,1927,55656,Tidak Tercapai,38990
11/06/2021,Matraman,Jakarta Timur,139214,1745,25955,Tidak Tercapai,18699
11/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,511564,Tidak Tercapai,128537
11/06/2021,Pancoran,Jakarta Selatan,126184,1612,32563,Tidak Tercapai,16683
11/06/2021,Pademangan,Jakarta Utara,121625,1492,76901,Tidak Tercapai,50323
11/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,28263,Tidak Tercapai,16416
11/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,114730,Tidak Tercapai,215545
11/06/2021,Taman Sari,Jakarta Barat,98165,1149,25199,Tidak Tercapai,16819
11/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,39451,Tidak Tercapai,22174
11/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,76263,Tidak Tercapai,42103
11/06/2021,Johar Baru,Jakarta Pusat,103494,1102,45816,Tidak Tercapai,15372
11/06/2021,Senen,Jakarta Pusat,93920,1099,77377,Tidak Tercapai,57501
11/06/2021,Setia Budi,Jakarta Selatan,86331,1019,93862,Tidak Tercapai,67141
11/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,23538,Tidak Tercapai,18224
11/06/2021,Gambir,Jakarta Pusat,74839,879,128051,Tidak Tercapai,106825
11/06/2021,Menteng,Jakarta Pusat,67585,770,51423,Tidak Tercapai,32895
11/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,3996,Tidak Tercapai,2850
11/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,4363,Tidak Tercapai,2818
12/06/2021,Cakung,Jakarta Timur,393257,5333,897,Tidak Tercapai,0
12/06/2021,Cengkareng,Jakarta Barat,400577,5041,429,Tidak Tercapai,1
12/06/2021,Kali Deres,Jakarta Barat,310580,4295,162,Tidak Tercapai,24
12/06/2021,Cilincing,Jakarta Utara,297146,4073,17,Tidak Tercapai,1
12/06/2021,Duren Sawit,Jakarta Timur,316352,4006,7,Tidak Tercapai,4
12/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,1031,Tidak Tercapai,32
12/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,39,Tidak Tercapai,2
12/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,366,Tidak Tercapai,0
12/06/2021,Koja,Jakarta Utara,239255,3253,188,Tidak Tercapai,5
12/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,150,Tidak Tercapai,0
12/06/2021,Jatinegara,Jakarta Timur,235252,3010,1053,Tidak Tercapai,66
12/06/2021,Kramat Jati,Jakarta Timur,222733,2939,271,Tidak Tercapai,0
12/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,107,Tidak Tercapai,25
12/06/2021,Penjaringan,Jakarta Utara,231336,2860,994,Tidak Tercapai,1
12/06/2021,Ciracas,Jakarta Timur,221198,2800,59,Tidak Tercapai,29
12/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,0,Tidak Tercapai,1
12/06/2021,Kembangan,Jakarta Barat,214043,2686,276,Tidak Tercapai,0
12/06/2021,Cipayung,Jakarta Timur,201654,2658,203,Tidak Tercapai,77
12/06/2021,Tambora,Jakarta Barat,200360,2565,165,Tidak Tercapai,5
12/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,16,Tidak Tercapai,2
12/06/2021,Kemayoran,Jakarta Pusat,188682,2364,969,Tidak Tercapai,1
12/06/2021,Tebet,Jakarta Selatan,176385,2177,1188,Tidak Tercapai,1
12/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,842,Tidak Tercapai,199
12/06/2021,Palmerah,Jakarta Barat,166705,2077,520,Tidak Tercapai,10
12/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,157,Tidak Tercapai,1
12/06/2021,Cilandak,Jakarta Selatan,163026,2047,48,Tidak Tercapai,4
12/06/2021,Makasar,Jakarta Timur,158891,1927,701,Tidak Tercapai,4
12/06/2021,Matraman,Jakarta Timur,139214,1745,1,Tidak Tercapai,1
12/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,1,Tidak Tercapai,2
12/06/2021,Pancoran,Jakarta Selatan,126184,1612,2322,Tercapai,0
12/06/2021,Pademangan,Jakarta Utara,121625,1492,315,Tidak Tercapai,153
12/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,43,Tidak Tercapai,6
12/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,2296,Tercapai,287
12/06/2021,Taman Sari,Jakarta Barat,98165,1149,0,Tidak Tercapai,0
12/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,9,Tidak Tercapai,3
12/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,1237,Tercapai,30
12/06/2021,Johar Baru,Jakarta Pusat,103494,1102,248,Tidak Tercapai,0
12/06/2021,Senen,Jakarta Pusat,93920,1099,427,Tidak Tercapai,34
12/06/2021,Setia Budi,Jakarta Selatan,86331,1019,1073,Tercapai,61
12/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,189,Tidak Tercapai,0
12/06/2021,Gambir,Jakarta Pusat,74839,879,208,Tidak Tercapai,59
12/06/2021,Menteng,Jakarta Pusat,67585,770,57,Tidak Tercapai,42
12/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,0,Tidak Tercapai,0
12/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,0,Tidak Tercapai,0
13/06/2021,Cakung,Jakarta Timur,393257,5333,0,Tidak Tercapai,0
13/06/2021,Cengkareng,Jakarta Barat,400577,5041,0,Tidak Tercapai,0
13/06/2021,Kali Deres,Jakarta Barat,310580,4295,0,Tidak Tercapai,0
13/06/2021,Cilincing,Jakarta Utara,297146,4073,0,Tidak Tercapai,0
13/06/2021,Duren Sawit,Jakarta Timur,316352,4006,0,Tidak Tercapai,1
13/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,59,Tidak Tercapai,0
13/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,0,Tidak Tercapai,1
13/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,0,Tidak Tercapai,0
13/06/2021,Koja,Jakarta Utara,239255,3253,0,Tidak Tercapai,0
13/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,1,Tidak Tercapai,2
13/06/2021,Jatinegara,Jakarta Timur,235252,3010,2,Tidak Tercapai,0
13/06/2021,Kramat Jati,Jakarta Timur,222733,2939,0,Tidak Tercapai,0
13/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,5,Tidak Tercapai,5
13/06/2021,Penjaringan,Jakarta Utara,231336,2860,0,Tidak Tercapai,0
13/06/2021,Ciracas,Jakarta Timur,221198,2800,0,Tidak Tercapai,0
13/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,0,Tidak Tercapai,0
13/06/2021,Kembangan,Jakarta Barat,214043,2686,7,Tidak Tercapai,3
13/06/2021,Cipayung,Jakarta Timur,201654,2658,3,Tidak Tercapai,0
13/06/2021,Tambora,Jakarta Barat,200360,2565,0,Tidak Tercapai,0
13/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,0,Tidak Tercapai,1
13/06/2021,Kemayoran,Jakarta Pusat,188682,2364,0,Tidak Tercapai,2
13/06/2021,Tebet,Jakarta Selatan,176385,2177,0,Tidak Tercapai,1
13/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,0,Tidak Tercapai,0
13/06/2021,Palmerah,Jakarta Barat,166705,2077,0,Tidak Tercapai,0
13/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,0,Tidak Tercapai,0
13/06/2021,Cilandak,Jakarta Selatan,163026,2047,1,Tidak Tercapai,0
13/06/2021,Makasar,Jakarta Timur,158891,1927,1,Tidak Tercapai,0
13/06/2021,Matraman,Jakarta Timur,139214,1745,3,Tidak Tercapai,0
13/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,0,Tidak Tercapai,1
13/06/2021,Pancoran,Jakarta Selatan,126184,1612,2,Tidak Tercapai,0
13/06/2021,Pademangan,Jakarta Utara,121625,1492,58,Tidak Tercapai,0
13/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,0,Tidak Tercapai,0
13/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,6,Tidak Tercapai,3
13/06/2021,Taman Sari,Jakarta Barat,98165,1149,0,Tidak Tercapai,0
13/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,1,Tidak Tercapai,4
13/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,14,Tidak Tercapai,0
13/06/2021,Johar Baru,Jakarta Pusat,103494,1102,0,Tidak Tercapai,0
13/06/2021,Senen,Jakarta Pusat,93920,1099,0,Tidak Tercapai,0
13/06/2021,Setia Budi,Jakarta Selatan,86331,1019,4,Tidak Tercapai,0
13/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,0,Tidak Tercapai,0
13/06/2021,Gambir,Jakarta Pusat,74839,879,31,Tidak Tercapai,5
13/06/2021,Menteng,Jakarta Pusat,67585,770,0,Tidak Tercapai,0
13/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,0,Tidak Tercapai,0
13/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,0,Tidak Tercapai,0
14/06/2021,Cakung,Jakarta Timur,393257,5333,2258,Tidak Tercapai,36
14/06/2021,Cengkareng,Jakarta Barat,400577,5041,3144,Tidak Tercapai,0
14/06/2021,Kali Deres,Jakarta Barat,310580,4295,1680,Tidak Tercapai,26
14/06/2021,Cilincing,Jakarta Utara,297146,4073,2239,Tidak Tercapai,26
14/06/2021,Duren Sawit,Jakarta Timur,316352,4006,1688,Tidak Tercapai,49
14/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,4074,Tercapai,133
14/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,1415,Tidak Tercapai,31
14/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,2900,Tidak Tercapai,22
14/06/2021,Koja,Jakarta Utara,239255,3253,1201,Tidak Tercapai,8
14/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,1004,Tidak Tercapai,24
14/06/2021,Jatinegara,Jakarta Timur,235252,3010,3105,Tercapai,49
14/06/2021,Kramat Jati,Jakarta Timur,222733,2939,1175,Tidak Tercapai,115
14/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,1308,Tidak Tercapai,49
14/06/2021,Penjaringan,Jakarta Utara,231336,2860,3287,Tercapai,3
14/06/2021,Ciracas,Jakarta Timur,221198,2800,608,Tidak Tercapai,8
14/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,736,Tidak Tercapai,27
14/06/2021,Kembangan,Jakarta Barat,214043,2686,2198,Tidak Tercapai,27
14/06/2021,Cipayung,Jakarta Timur,201654,2658,1117,Tidak Tercapai,284
14/06/2021,Tambora,Jakarta Barat,200360,2565,1611,Tidak Tercapai,15
14/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,1100,Tidak Tercapai,62
14/06/2021,Kemayoran,Jakarta Pusat,188682,2364,2873,Tercapai,10
14/06/2021,Tebet,Jakarta Selatan,176385,2177,1598,Tidak Tercapai,5
14/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,4135,Tercapai,243
14/06/2021,Palmerah,Jakarta Barat,166705,2077,2176,Tercapai,44
14/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,652,Tidak Tercapai,38
14/06/2021,Cilandak,Jakarta Selatan,163026,2047,1380,Tidak Tercapai,15
14/06/2021,Makasar,Jakarta Timur,158891,1927,656,Tidak Tercapai,1018
14/06/2021,Matraman,Jakarta Timur,139214,1745,841,Tidak Tercapai,17
14/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,774,Tidak Tercapai,42
14/06/2021,Pancoran,Jakarta Selatan,126184,1612,3550,Tercapai,6
14/06/2021,Pademangan,Jakarta Utara,121625,1492,1006,Tidak Tercapai,66
14/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,860,Tidak Tercapai,10
14/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,9102,Tercapai,738
14/06/2021,Taman Sari,Jakarta Barat,98165,1149,1174,Tercapai,52
14/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,1786,Tercapai,13
14/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,2855,Tercapai,52
14/06/2021,Johar Baru,Jakarta Pusat,103494,1102,897,Tidak Tercapai,43
14/06/2021,Senen,Jakarta Pusat,93920,1099,1084,Tidak Tercapai,131
14/06/2021,Setia Budi,Jakarta Selatan,86331,1019,1240,Tercapai,4
14/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,567,Tidak Tercapai,2
14/06/2021,Gambir,Jakarta Pusat,74839,879,941,Tercapai,126
14/06/2021,Menteng,Jakarta Pusat,67585,770,1445,Tercapai,8
14/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,12,Tidak Tercapai,14
14/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,39,Tidak Tercapai,0
15/06/2021,Cakung,Jakarta Timur,393257,5333,1958,Tidak Tercapai,37
15/06/2021,Cengkareng,Jakarta Barat,400577,5041,3480,Tidak Tercapai,21
15/06/2021,Kali Deres,Jakarta Barat,310580,4295,2107,Tidak Tercapai,8
15/06/2021,Cilincing,Jakarta Utara,297146,4073,3023,Tidak Tercapai,4
15/06/2021,Duren Sawit,Jakarta Timur,316352,4006,1662,Tidak Tercapai,42
15/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,3138,Tidak Tercapai,51
15/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,1703,Tidak Tercapai,11
15/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,3436,Tercapai,60
15/06/2021,Koja,Jakarta Utara,239255,3253,1485,Tidak Tercapai,26
15/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,1243,Tidak Tercapai,54
15/06/2021,Jatinegara,Jakarta Timur,235252,3010,2698,Tidak Tercapai,16
15/06/2021,Kramat Jati,Jakarta Timur,222733,2939,876,Tidak Tercapai,88
15/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,1397,Tidak Tercapai,48
15/06/2021,Penjaringan,Jakarta Utara,231336,2860,2102,Tidak Tercapai,246
15/06/2021,Ciracas,Jakarta Timur,221198,2800,609,Tidak Tercapai,3
15/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,1206,Tidak Tercapai,29
15/06/2021,Kembangan,Jakarta Barat,214043,2686,2327,Tidak Tercapai,8
15/06/2021,Cipayung,Jakarta Timur,201654,2658,1205,Tidak Tercapai,219
15/06/2021,Tambora,Jakarta Barat,200360,2565,1984,Tidak Tercapai,13
15/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,1442,Tidak Tercapai,40
15/06/2021,Kemayoran,Jakarta Pusat,188682,2364,3229,Tercapai,11
15/06/2021,Tebet,Jakarta Selatan,176385,2177,1729,Tidak Tercapai,7
15/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,2944,Tercapai,45
15/06/2021,Palmerah,Jakarta Barat,166705,2077,2510,Tercapai,2
15/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,977,Tidak Tercapai,37
15/06/2021,Cilandak,Jakarta Selatan,163026,2047,2144,Tercapai,29
15/06/2021,Makasar,Jakarta Timur,158891,1927,1044,Tidak Tercapai,1537
15/06/2021,Matraman,Jakarta Timur,139214,1745,818,Tidak Tercapai,14
15/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,4878,Tercapai,23
15/06/2021,Pancoran,Jakarta Selatan,126184,1612,3085,Tercapai,28
15/06/2021,Pademangan,Jakarta Utara,121625,1492,1145,Tidak Tercapai,30
15/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,901,Tidak Tercapai,21
15/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,3668,Tercapai,282
15/06/2021,Taman Sari,Jakarta Barat,98165,1149,1161,Tercapai,0
15/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,1567,Tercapai,43
15/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,2502,Tercapai,12
15/06/2021,Johar Baru,Jakarta Pusat,103494,1102,871,Tidak Tercapai,43
15/06/2021,Senen,Jakarta Pusat,93920,1099,1932,Tercapai,67
15/06/2021,Setia Budi,Jakarta Selatan,86331,1019,1685,Tercapai,24
15/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,683,Tidak Tercapai,0
15/06/2021,Gambir,Jakarta Pusat,74839,879,1272,Tercapai,64
15/06/2021,Menteng,Jakarta Pusat,67585,770,1591,Tercapai,22
15/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,65,Tidak Tercapai,3
15/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,63,Tidak Tercapai,17
16/06/2021,Cakung,Jakarta Timur,393257,5333,2296,Tercapai,32
16/06/2021,Cengkareng,Jakarta Barat,400577,5041,3275,Tidak Tercapai,2
16/06/2021,Kali Deres,Jakarta Barat,310580,4295,2347,Tercapai,21
16/06/2021,Cilincing,Jakarta Utara,297146,4073,2995,Tidak Tercapai,8
16/06/2021,Duren Sawit,Jakarta Timur,316352,4006,1518,Tidak Tercapai,46
16/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,3270,Tercapai,30
16/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,1888,Tercapai,11
16/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,3346,Tidak Tercapai,36
16/06/2021,Koja,Jakarta Utara,239255,3253,2589,Tercapai,2
16/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,1602,Tercapai,44
16/06/2021,Jatinegara,Jakarta Timur,235252,3010,3304,Tercapai,44
16/06/2021,Kramat Jati,Jakarta Timur,222733,2939,1091,Tercapai,136
16/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,1594,Tercapai,42
16/06/2021,Penjaringan,Jakarta Utara,231336,2860,2463,Tercapai,13
16/06/2021,Ciracas,Jakarta Timur,221198,2800,1192,Tercapai,20
16/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,1257,Tercapai,28
16/06/2021,Kembangan,Jakarta Barat,214043,2686,2853,Tercapai,24
16/06/2021,Cipayung,Jakarta Timur,201654,2658,1599,Tercapai,279
16/06/2021,Tambora,Jakarta Barat,200360,2565,2233,Tercapai,21
16/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,1430,Tidak Tercapai,24
16/06/2021,Kemayoran,Jakarta Pusat,188682,2364,3483,Tercapai,20
16/06/2021,Tebet,Jakarta Selatan,176385,2177,1922,Tercapai,26
16/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,3027,Tercapai,42
16/06/2021,Palmerah,Jakarta Barat,166705,2077,3222,Tercapai,74
